annee_pegi_duree,casting_principal,description,genre,langue,nombre_vote,pays,score,titre
"2006,1h 30m","Kad Merad,Olivier Baroux,Marina Foïs,Guillaume Canet,André Dussollier,Pierre-François Martin-Laval,Frédéric Proust,Thierry Frémont,Vincent Moscato,Véronique Barrault,Frédérique Bel,Mathieu Bisson,Eric Brats,Alexandre Caumartin,François Clavier,Emmanuelle Cosso,Cyrille Eldin,Judith El Zein","Stéphane, an unemployed comedian, receives a winning lottery ticket from his son, offering two civilians the chance to stay in the European orbital station with a professional crew. This is how Stéphane suddenly finds himself in training with the other winner, Yonis, a former pilot forced into hiding since his brother, a serial killer, is in prison. Stéphane and Yonis...","Comedy,Sci-Fi",French,1.3K,France,5.3,A Ticket to Space
"TV Mini Series,2018– ,1h","Liev Schreiber,Simon Schama,Maya Jasanoff,Mary Beard,David Olusoga,Jonathan Jones,Jay Xu,Wulf Hein,Salima Ikram,Benito Jesús Venegas Durán,Rebecca Gonzalez-Lauck,Jack Davis,Esther Pasztory,Sharon Stocker,William Fash,Barbara Fash,Xiuzhen Li,Antony Gormley","Nine-part series telling the story of art from the dawn of human history to the present day, for the first time on a global scale. It is now nearly half a century since Kenneth Clark's series Civilisation thrilled audiences with its authoritative interpretation of the glories of Western art. Inspired by that groundbreaking program, this new series of Civilisations int...","Documentary,History",English,665,United Kingdom,7.8,Civilizations
"TV Mini Series,2020– ","Jannis Niewöhner,Malgorzata Mikolajczak,Sebastian Urzendowsky,Rainer Bock,Bjarne Mädel,Katharina Schüttler,Leonie Benesch,Marek Solek,Shenja Lacher,Florian Lukas,Mathias Herrmann,Adam Venhaus,Alexander Beyer,Ulrich Tukur,Jochen Nickel,Janusz Cichocki,Wieslaw Zanowicz,Holger Handtke","1944. Walter Proska is a young Wehrmacht soldier who begins to question the purpose of the war, who the real enemy is and whether his real duty should be to his fatherland or his own conscience.","Drama,History,War","German,Polish,Russian",1.7K,Germany,6.8,Turncoat
"TV Series,2022–2024,50m","Javier Cámara,Mónica López,Adrián Ríos,Cristina Collazo,Darío Loureiro,Lucía Veiga,Xavier Estévez,Nacho Castaño,Sheyla Fariña,Denis Gómez,Eva Fernández,Federico Pérez Rey,Jorge Bosch,Melania Cruz,Berta Ojea,Carlos Blanco,Ricardo de Barreiro,Iolanda Muíños","When high school teacher Tomás finds the bloodied, dying mayoress of his hometown high up on his local cliffs, he not only becomes obsessed with the case but turns into its first suspect. Though solving the case is local cop Maite's job, Tomás doesn't care if his own private investigation gets in her way. Solving the case might just give Tomás' life the purpose he has...","Crime,Thriller",Spanish,728,Spain,7.0,Rapa
"1999,Not Rated,1h 52m","Joachim Król,Erika Marozsán,Stefano Dionisi,Ben Becker,András Bálint,Géza Boros,Péter Schmidt,Rolf Becker,Ilse Zielstorff,Ferenc Bács,Júlia Zsolnai,Áron Sipos,Ernst Kahl,Jörg Gillner,Denis Moschitto,István Mikó,Michael Gampe,Karl Fischer","Follows three men who are in love with a beautiful waitress during World War II: an intellectual restaurant owner, a mysterious musician, and an erratic businessman.","Romance,Drama","German,English,Hungarian",8.4K,"Germany,Hungary",7.8,Gloomy Sunday
"1973,R,2h 5m","Joe Don Baker,Elizabeth Hartman,Leif Garrett,Dawn Lyn,Noah Beery Jr.,Lurene Tuttle,Ed Call,Dominick Mazzie,Lynn Borden,Brenda Benet,Arch Johnson,Russell Thorson,Gil Perkins,Carey Loftin,Warner Venetz,Gene LeBell,Del Monroe,Gene Evans","Based on the life of Tennessee sheriff Buford Pusser, who almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life.","Action,Biography,Crime",English,6.7K,United States,6.9,Walking Tall
"2020,G,1h 26m",Meghan Markle,"African elephant Shani and her spirited son Jomo set out on an epic journey with their herd, traveling hundreds of miles across the vast Kalahari Desert from the Okavango delta to the Zambezi River.","Documentary,Adventure,Biography",English,2.4K,United States,7.3,Elephant
"1979,R,1h 38m","Ray Winstone,Mick Ford,Julian Firth,John Blundell,Phil Daniels,John Fowler,Ray Burdis,Patrick Murray,Herbert Norville,George Winter,Alrick Riley,Peter Francis,Philip DaCosta,Perry Benson,Alan Igbon,Andrew Paul,Sean Chapman,Ozzie Stevens",An uncompromising story of life in a British juvenile offender institution in the '70s.,"Crime,Drama",English,13K,United Kingdom,7.6,Scum
"2003,2h 3m","Osman Elkharraz,Sara Forestier,Sabrina Ouazani,Nanou Benhamou,Hafet Ben-Ahmed,Aurélie Ganito,Carole Franck,Hajar Hamlili,Rachid Hami,Meriem Serbah,Hanane Mazouz,Sylvain Phan,Olivier Loustau,Rosalie Symon,Patrick Kodjo Topou,Lucien Tipaldi,Reinaldo Wong,Nu Du",Krimo a 15 years old shy boy falls in love for Lídia who is his classmate.To be able to assume his love for her he decides to take a part in the play that was to be one of his friends.,"Comedy,Drama,Romance",French,3.2K,France,6.9,Games of Love and Chance
"2004,PG-13,1h 37m","Gérard Jugnot,François Berléand,Jean-Baptiste Maunier,Kad Merad,Jean-Paul Bonnaire,Marie Bunel,Maxence Perrin,Grégory Gatignol,Thomas Blumenthal,Cyril Bernicot,Simon Fargeot,Théodule Carré-Cassaigne,Philippe du Janerand,Carole Weiss,Erick Desmarestz,Paul Chariéras,Armen Godel,Monique Ditisheim","Pierre, a successful orchestra conductor, returns home when his mother dies. He stumbles upon an old diary and recollects the childhood school memories and his music teacher Clement Mathieu.","Drama,Music",French,67K,"France,Switzerland,Germany",7.8,The Chorus
"2004,G,1h 32m","Christian Clavier,Jean Reno,Caterina Murino,Didier Flamand,Pierre Salasca,Eric Fraticelli,Alain Maratrat,François Orsoni,Nathanaël Maïni,Albert Dray,Daniel Delorme,Guy Cimino,Jo Fondacci,Philippe Guerrini,Tzek,Elisabeth Kaza,Jean-François Perrone,Jean-Emmanuel Pagni","Rémi François is a detective who is hired to find Ange Leoni, a Corsican who apparently has inherited a 2 million euros house.","Action,Comedy,Crime","French,Corsican,Italian",4.3K,France,5.8,The Corsican File
"2005,2h 34m","Teruyuki Kagawa,Seiichi Tanabe,Nene Ôtsuka,Ryûzô Tanaka,Kenji Matsuda,Nozomi Andô,Fusako Urabe,Hotaru Hazuki,Ren Murakami,Kikujirô Honda,Wataru Takada",Kazuo Murata is a detective who has lost his wife and eventually the meaning of his existence.,"Crime,Drama,Mystery",Japanese,70,Japan,7.1,Flic
"TV Mini Series,2008,R,2h 16m","Stephen Dorff,Caterina Murino,Greg Bryk,Stephen McHattie,Lucinda Davis,Jonathan Higgins,Ted Atherton,John Bourgeois,Jessalyn Gilsig,Mimi Kuzyk,Cedric Smith,Barbara Gordon,Val Kilmer,Luke Vitale,Goûchy Boy,Todd Sandomirsky,Andrew Jackson,Dan Duran",The assassination of the US President places a man in the center of an even larger plot.,"Action,Crime,Mystery",English,7.2K,"France,Canada",6.5,XIII: The Conspiracy
"TV Mini Series,2019,59m","Eva Meckbach,Sylvester Groth,Florence Kasumba,Christian Kuchenbuch,Jonathan Berlin,Jessica Carroll,Nina Hoss,Peter Kurth,Deniz Arora,Christian Berkel,Oscar Navarro Alvarez","In the interview room, detectives go head-to-head with suspects and try to get to the truth - even if it means breaking the rules and risking it all.","Crime,Drama,Mystery",German,5.9K,Germany,7.6,Criminal: Germany
"TV Series,2022–2024,50m","Álex García,Marcel Borràs,Emilio Palacios,María Hervás,Teresa Riott,Jason Day,Claudia Pineda,Jon Kortajarena,Mariola Fuentes,Catalina Sopelana,John Arnedo,Carlos Hernández,Francis Lorenzo,Iria del Río,Gonzalo de Castro,Juan Pablo Shuk,Ascen López,Anatoly Chugunov","It consists of the fictionalization of the story of 'Los Miami's', a criminal organization led by 'El inmortal' that controlled the cocaine trade in Madrid in the 1990s.",Thriller,Spanish,430,Spain,6.8,The Inmortal
"TV Mini Series,2023–2024,TV-MA","Milena Smit,Jose Coronado,Aixa Villagrán,Marco Cáceres,Loreto Mauleón,Raúl Prieto,Cecilia Freire,Julián Villagrán,Tristán Ulloa,Joseph A. Garcia,Mario del Cubo,Iratxe Emparan,Paco Ochoa,Emma Sánchez,Manuel Gareno,Álex Peña,Natalia Roig,Stephan Wiks","During the Cavalcade of the Magi parade, the Martín family's daughter Amaya disappears. Journalist Miren takes on the case, determined to find her.","Crime,Drama,Mystery",Spanish,7.9K,Spain,6.8,The Snow Girl
"1972,PG,1h 39m","Jean-Louis Trintignant,Robert Ryan,Lea Massari,Aldo Ray,Jean Gaven,Tisa Farrow,Nadine Nabokov,André Lawrence,Don Arrès,Aubert Pallascio,Ellen Bahl,Béatrice Belthoise,Jean Coutu,Jean-Marie Lemieux,Michel Maillot,Robert Party,Mario Verdon,Daniel Breton","A crook on the run hooks up with a criminal gang to commit a kidnapping. However, things don't go quite as planned.","Crime,Drama",French,862,"France,Italy,Canada",6.8,...And Hope to Die
"1996,1h 30m","Aden Young,Bill Hunter,Essie Davis,Tammy Macintosh,Stig Wemyss,Megan Rees,Ruby Rees,Mark Hennessy,James Wardlaw,Joy Smithers,Suzi Dougherty,Jackson Dillon,Mitchell Dillon,Christopher Lyons,Tristan Tatt,Bruce Alexander,Tommy Dysart,Mike Bishop","Ben, an arrogant, hustling property developer is wrongly arrested and things from bad to worse when he accidentally punches a policeman at the station. Sentenced to community service at a local day centre, Ben's influence with a young tearaway forces him to question his values and he learns to see life from a different angle when he falls in love with Wendy, the centr...","Comedy,Drama,Romance",English,82,Australia,5.9,River Street
"TV Mini Series,2019",Ronan Donovan,"Ronan Donovan, a National Geographic researcher, travels to the Arctic to study wolves.",Documentary,English,296,United States,7.9,Kingdom of the White Wolf
"2010,Not Rated,1h 25m","Stephen Walters,Holly Weston,Sacha Dhawan,Sadie Pickering,Jonathan Readwin,Sol Heras,Colin Tierney,James Roach,Benedict Relton,David Bowen,Holly Messenger,Aaron Ross,Dominic Holmes,Chris Jack,Nathan Doyle,Paul Sullivan,Matthew Murphy,Tom Roberts",Something has been killing live stock in a remote part of North Wales and now it's started attacking humans. A teenager goes deep into the countryside to find this beast.,"Horror,Thriller",English,1.1K,United Kingdom,3.9,Splintered
"2004,Not Rated,2h 35m","Slavko Stimac,Natasa Tapuskovic,Vesna Trivalic,Vuk Kostic,Aleksandar Bercek,Stribor Kusturica,Nikola Kojo,Mirjana Karanovic,Branislav Lalevic,Davor Janjic,Adnan Omerovic,Obrad Djurovic,Nele Karajlic,Dana Todorovic,Vanessa Glodjo,Josif Tatic,Dragan Zurovac,Dejan Sparavalo",What could be better for the village than a scenic railway to bring in the tourists? What could be worse for tourism than war? Luka builds the railway and shuts his eyes to war. Then Luka's wife runs off with a musician and his son is called up to the army. Luka's life is a war zone. Then he meets Sabaha..,"Comedy,Romance,Music","Serbian,English,German,Hungarian",13K,"Serbia,France,Italy",7.5,Life Is a Miracle
"2005,PG-13,2h 15m","Ralph Fiennes,Natasha Richardson,Vanessa Redgrave,Lynn Redgrave,Madeleine Potter,Madeleine Daly,John Wood,Allan Corduner,Timur Engalychev,Lucy Sutton,Amir Maimon,Itay Eltahan,Dan Herzberg,Aislín McGuckin,Dong Fu Lin,Da Ying,Terence Harvey,Jeff Harding","In 1930s Shanghai, a blind American diplomat develops a curious relationship with a young Russian refugee who works odd--and sometimes illicit--jobs to support members of her dead husband's aristocratic family.","Drama,History,Romance","English,French,Mandarin,Russian",7K,"United Kingdom,Germany,China,United States",6.5,The White Countess
"2021,TV-14,1h 50m","Alessandro Preziosi,Claudia Pandolfi,Stella Egitto,Ludovica Martino,Francesco Cavallo,Caterina Murino,Massimiliano Caprara,Giorgia Crivello,Fausto Morciano,Giovanni Galati,Maria Elena Savino,Alberto Morelli,Davide Boschin,Presciliana Esparolini,Margherita Fois,Frank Gerrish,Helma Nocera,Sofia Rania","When their father's will forces them to live together, siblings Nik and Tesla and Tesla's kids try to overcome their differences to become a family.",Drama,Italian,1.2K,Italy,6.0,"My Brother, My Sister"
"2009,PG-13,2h 5m","Julia Roberts,Clive Owen,Tom Wilkinson,Paul Giamatti,Dan Daily,Lisa Roberts Gillan,David Shumbris,Rick Worthy,Oleg Stefan,Denis O'Hare,Kathleen Chalfant,Khan Baykal,Tom McCarthy,Wayne Duvall,Fabrizio Brienza,Lucia Grillo,Carrie Preston,Conan McCarty","Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one.","Comedy,Crime,Romance","English,Spanish,Russian,German",52K,"United States,Germany",6.1,Duplicity
"1994,R,1h 41m","Wesley Snipes,Gary Busey,Yancy Butler,Michael Jeter,Corin Nemec,Kyle Secor,Luca Bercovici,Malcolm-Jamal Warner,Rex Linn,Grace Zabriskie,Robert LaSardo,Sam Hennings,Claire Stansfield,Mickey Jones,Andy Romano,Rick Zieff,Clark Johnson,Charles Boswell",A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,"Action,Adventure,Thriller",English,22K,United States,5.6,Drop Zone
"2022,1h 43m","Olivia Baglivi,Milena Smit,Pol Hermoso,Gonzalo Herrero,Javier Collado,Marina Esteve,Berta Sánchez,Lei Wu,Rakel Brel,Aramis Baglivi,Noemí Climent,Carlos Cabra,Gala Ramón,Begoña Mencía,Ramón G. del Pomar,Victor Pajares,Chos,Jorge Segovia","Two young women, Alex and Cata, are trapped by poverty dream of leaving their broken families to start again on the coast of Malaga. But when Alex sees a way out, she has to make some difficult choices.",Drama,Spanish,161,Spain,5.3,Libélulas
"1989,1h 33m","Keith Carradine,Valentina Vargas,Bill Duke,Andréa Ferréol,Bernard Fresson,Marc de Jonge,Rebecca Potok,Jacques Martial,Sérgio Godinho,António Rosário,Dominique Hulin,Gordon Heath,Joe Abdo,Trevor A. Stephens,Filipe Ferrer,Jeremy Boultbee,Guilherme Filipe,Pedro Rosa Nunes","A rock star-turned-bum, his vocal chords severed at the height of his career for the love of a woman, reclaims his forgotten past after viewing a music video and seeks revenge against the mobster who maimed him.","Action,Drama,Crime",English,591,"France,Portugal",5.6,Street of No Return
"2003,1h 35m","Alex Rice,Robert Harper,L. Harvey Gold,Simon Baker,Brock Johnson,Katharine Isabelle,JR Bourne,Michael P. Northey,Brent Stait,Gordon Tootoosis,Renae Morriseau,Margo Kane,Tom Pickett,Paul Jarrett,Tina Keeper,Venus Terzo,Darren E. Scott,Candace O'Connor","Angel and Randy Henry are a sister and brother, caught on the mean streets of Vancouver's Downtown Eastside. While Angel finds the strength to escape her seemingly hopeless situation, Randy slips deeper into a world consumed by abandonment and fuelled by drugs.",Drama,English,272,Canada,6.9,On the Corner
"2008,1h 29m","Mike Masters,David J. Francis,Stephen Papadimitriou,Sam Hall,Paul Fler,Andrew Fruman,Dan Rooney,Stephannie Hawkins,Steve Curtis,Lloyd Kaufman,Jean-Marc Fontaine,Steve Johnston,Supinder Kaur,Bill Simmons,Chris Bellio,Aimee Normore,Sean Woodcock,Eric Smart","Independent Zombie Film makers, Producer Mike Masters and Director David J. Francis, the team behind the commercially unsuccessful Zombie Night 1 and 2, have found the climate for Zombie movies has changed significantly after the ""real"" zombie invasion begins. Hedging on the fact that the Zombie mayhem that has taken a grip on the nation is only a temporary problem, t...","Action,Comedy,Horror",English,343,Canada,5.1,Reel Zombies
"1985,R,2h 16m","Moreno De Bartoli,Predrag 'Miki' Manojlovic,Mirjana Karanovic,Mustafa Nadarevic,Mira Furlan,Predrag Lakovic,Pavle Vuisic,Slobodan Aligrudic,Eva Ras,Aco Djorcev,Emir Hadzihafizbegovic,Zoran Radmilovic,Jelena Covic,Tomislav Gelic,Davor Dujmovic,Amer Kapetanovic,Silvija Puharic,Zaim Muzaferija",A family is deeply affected by the father's extramarital affairs and the turbulent consequences of the Tito-Stalin split.,Drama,"Serbo-Croatian,Hungarian",10K,Yugoslavia,7.7,When Father Was Away on Business
"2005,PG-13,1h 36m","Paul Reiser,Peter Falk,Olympia Dukakis,Elizabeth Perkins,Mackenzie Connolly,Lydia Jordan,Ann Dowd,Claire Beckman,Mimi Lieber,Bernie McInerney,Catherine Taormina,Rachel Robinson,Rich Duva,Marshall Efron,Dennis Sheehan,Timothy Hsu,Michael Duvert,Alison Fraser","Ben's dad, Sam, shows up one night with a note that Ben's mother has left. While Ben's wife and his three sisters try to find her, Ben takes Sam on a day trip to see a farmhouse that is for sale.","Comedy,Drama",English,2.4K,United States,6.4,The Thing About My Folks
"1995,R,1h 30m","Johnny Depp,Christopher Walken,Courtney Chase,Charles S. Dutton,Roma Maffia,Marsha Mason,Peter Strauss,Gloria Reuben,Bill Smitrovich,G.D. Spradlin,Yul Vazquez,Edith Diaz,Armando Ortega,C.J. Bau,Cynthena Sanders,Dana Mackey,Chris Jacobs,Charles Carroll","An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.","Action,Crime,Drama",English,45K,United States,6.3,Nick of Time
"2015,Not Rated,1h 26m","Stephen Dorff,Eddie Griffin,Luis Da Silva Jr.,Christopher Berry,Yohance Myles,Andrea Cohen,Raeden Greer,Countrified Wedman,Robert Larriviere,Phillip Youmans,Jonathan Billions,Christopher Paul Horne,Tonea Stewart,Daniel James,Keena Ferguson,Ryan Glorioso,Timphany Jean,Aline Stokes","Melvin, a reluctant Superhero, lives only for crime, women and drugs - until he realises that the only way he will ever get to see his estranged son is to go straight and fulfil his potential as a crime fighter.","Action,Comedy,Drama",English,4.5K,United States,5.0,American Hero
"2003,Not Rated,2h 25m","Mikela Jay,Rob Beckwermert,Christopher Gora,Nina Jones,Richard Kopycinski,Karen Lam,Sean Lang,Bert Phillips,Diana Wilson,Jane Akre,Ray Anderson,Joe Badaracco,Maude Barlow,Chris Barrett,Marc Barry,Robert Benson,Elaine Bernard,Edwin Black",Documentary that looks at the concept of the corporation throughout recent history up to its present-day dominance.,"Documentary,History","English,Spanish",22K,Canada,8.0,The Corporation
"TV Mini Series,2010,1h","James Nesbitt,Orla Brady,Goran Visnjic,Minnie Driver,Dan Li,Nigel Whitmey,Sacha Dhawan,Molly Jones,Tobias Menzies,Vera Graziadei,Sinéad Cusack,Amit Patil,Tom Wlaschiha,Nick Nevern,Richard Brake,Goran Kostic,Antonia Thomas,Ron Donachie",A research submarine beneath the Arctic stumbles upon a terrifying secret with earth-shattering consequences.,"Action,Adventure,Drama","English,Russian",1.5K,"United Kingdom,United States",5.7,The Deep
"2006,12m","Mark Hengst,Elizabeth J. Martin,Kathy Navarra,Kristen Olson,Gabby Sanalitro,James Shanklin",description inconnu,"Short,Drama",English,vote inconnu,United States,score inconnu,Disappearing
"2004,1h 29m",casting inconnu,"SEEDS features ten teenagers who undertake the challenge of coexisting with their ""enemies"". Every summer, young leaders from four conflict regions meet at the Seeds of Peace Camp in Maine. For three life-changing weeks, they learn to share their dreams and fears, listen to opposing views, see beyond prejudices and, eventually, to respect each other as individuals as ...",Documentary,English,44,United States,8.9,Seeds
"2018,Not Rated,1h 19m","Matthew Kevin Anderson,Ashleigh Ball,Elijah Dhavvan,Geoff Gustafson,Erik Hendrix,Julianne Hough,Scott McNeil,Harmony O'Reilly,Kiefer O'Reilly,Michelle O'Reilly,Phoenix O'Reilly,Sean Patrick O'Reilly,Summer O'Reilly,Dan Payne,Ron Perlman,William Shatner,Alison Wandzura","A century after the Wicked Witch, the Emerald City is at the mercy of a once-revered hero, and salvation comes from the wrench of young Victoria Wright. Rediscover old friends and meet new heroes in this new tale set in the Land of Oz.","Animation,Adventure,Family",English,2.9K,Canada,5.4,The Steam Engines of Oz
"1997,PG-13,1h 57m","Victoria Foyt,Stephen Dillane,Vanessa Redgrave,Glynis Barber,Michael Brandon,Vernon Dobtcheff,Graydon Gould,Noel Harrison,Aviva Marks,Anna Massey,Rachel Kempson,Wael Jolani,Karin Loevy,David Rubin,Amnon Meskin,Sabrina Jaglom,Simon Jaglom,Vladimir Bershevitz","L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight, but Sean is married and Dana is to marry her business partner Alex.","Drama,Romance",English,957,United States,6.7,Déjà Vu
"2018,R,1h 51m","Joel Edgerton,Charlize Theron,David Oyelowo,Thandiwe Newton,Bashir Salahuddin,Glenn Kubota,Melonie Diaz,Amanda Seyfried,Harry Treadaway,Theo Taplitz,Paris Jackson,Yul Vazquez,Hernán Mendoza,Hector Kotsifakis,Ricardo Esquerra,Carlos Corona,Javier Escobar,Marco Antonio Aguirre","GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal.","Action,Comedy,Crime","English,Spanish,French,Yoruba",32K,"Mexico,Australia,United States",6.1,Gringo
"TV Movie,2013,TV-14,1h 16m","Shane McRae,Jennifer Ferrin,Robbie Jones,Keon Alexander,Keisha Castle-Hughes,Jeff Fahey,Kenneth Welsh,Matthew Bennett,Paulino Nunes,Melanie Scrofano,David Cronenberg,James Downing,Jim Codrington,Joanne Reece,Rosemary Dunsmore,Robert B. Kennedy,Jamaal Grant,Chris Violette",A team of military field operatives and civilian scientists must use untested technology to travel back in time to alter past events in order to change the future and avoid a devastating terrorist attack.,"Action,Sci-Fi,Thriller",English,1.6K,United States,6.0,Rewind
"1991,R,2h 2m","Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty,John C. McGinley,James Le Gros,John Philbin,Bojesse Christopher,Julian Reyes,Daniel Beer,Chris Pedersen,Vincent Klyn,Anthony Kiedis,Dave Olson,Lee Tergesen,Sydney Walsh,Christopher Pettiet,Dino Andino",An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.,"Action,Crime,Thriller",English,200K,"Japan,United States",7.3,Point Break
"TV Series,2014– ,1h","Harris Faulkner,Sandra Smith,Emily Compagno,Melissa Francis,Kayleigh McEnany,Lisa Kennedy Montgomery,Andrea Tantaros,Dagen McDowell,Meghan McCain,Lisa Boothe,Katie Pavlich,Jessica Tarlov,Marie Harf,Leslie Marshall,Tomi Lahren,Gillian Turner,Carley Shimkus,Pete Hegseth","A news show featuring the top headlines of the day, from pop culture to politics, with a panel of four women vs. one man.","News,Talk-Show",English,292,United States,4.8,Outnumbered
"2004,57m","Emlia Breen,Karl Geary,Kohei,Anthony Marceca,Tony Marceca,Sam Kumiko Sheridan",description inconnu,Documentary,English,32,United States,7.1,Original Child Bomb
"TV Movie,2010,TV-MA,1h 22m","Christopher Eccleston,Christopher Fairbank,Allan Corduner,Andrew Scott,Naoko Mori,Michael Colgan,Craig Cheetham,Jack Morgan,Claudie Blakley,Rory Kinnear,Adrian Bower,Di Botcher,Eileen O'Brien,Debora Weston,Dave Legeno,Charlie Coulthard,Ray MacAllan,Jonathan Rigby",A profile of John Lennon in the late 1960s as the Beatles are set to fall apart.,"Biography,Drama,Music",English,1.1K,United Kingdom,5.9,Lennon Naked
"2009,Unrated,1h 30m",casting inconnu,"A humorous and deeply moving look at father-daughter relationships, modern-day parenting, marriage and the looming empty nest.",Documentary,English,168,"United States,Netherlands,Germany,United Kingdom",6.7,The Kids Grow Up
"1999,25m",casting inconnu,"A half hour documentary which explores different aspects of the first generation Iranian immigrant experience from the insider's perspective. The film focuses on the younger generation and is a fast paced and very entertaining look at the issues of ethnicity and separation told from the point of view of four dynamic and funny characters, including the actor, Omid Djal...","Documentary,Short",English,vote inconnu,United Kingdom,score inconnu,But You Speak Such Good English
"2018,R,1h 32m","Tammy Blanchard,Jim Gaffigan,Alejandro Hernandez,Isabel Arraiza,Robbie Jones,Curtis Lyons,Eric D. Hill Jr.,Brian K. Landis,Tommy Coleman,Charlie Landis,Cynthia Tademy,Michael Hughes,Harrison Fall","A down on his luck HAIL driver who makes extra cash chauffeuring a low level drug dealer around town, finds himself in a serious financial bind and decides to kidnap the dealer's child.","Crime,Drama,Thriller",English,1.1K,United States,6.2,American Dreamer
"2018,R,1h 23m","Lisa Brenner,Nick Blood,Celyn Jones,Mark Bonnar,Alan Cox,Grant Crookes,Peter Davison,Jamie de Courcey,Helena Dennis,Laurence Dobiesz,Gwen Ellis,Deborah Frances-White,Abbie Hirst,Tony Leader,Dafydd Llyr-Thomas,Aled Pugh,Tonya Smith,Sindhu Vee","Mary and Statton's one-night stand at a hotel gets interrupted by a robbery, and the complete strangers are forced to help each other navigate the seedy underbelly of a sleepy Welsh island in order to get back their stolen property.","Comedy,Crime",English,367,United Kingdom,5.8,Say My Name
"annee, pegi, duree inconnu","Shay Mitchell,Wolfgang Novogratz",Based on the New York Times best-selling book franchise series.,"Drama,Fantasy,Romance",English,vote inconnu,United States,score inconnu,"Hush, Hush"
"TV Series,2011–2013,TV-14,47m","Emmett Skilton,Timothy Balme,Dean O'Gorman,Jared Turner,Ben Barrington,Fern Sutherland,Hayden Frost,Eve Gordon,Rachel Nash,Michelle Langstone,Keisha Castle-Hughes,Shane Cortese,Alison Bruce,Matthew J. Saville,Roz Turnbull,Brooke Williams,Arthur Meek,Sara Wiseman",Four brothers living in New Zealand are modern reincarnations of Norse gods.,"Comedy,Drama,Fantasy",English,5K,New Zealand,8.1,The Almighty Johnsons
"2022,2h 14m","Tom Sizemore,Lew Temple,Robert Miano,Silvia Spross,Lorna Larkin,Airen DeLaMater,Jody Quigley,Kari Harbour,Karla Froehlich,Chuck Pressler,Rafael Portillo,Julia McCarty,Claudine Quigley Piechotta,Caitlin King,Melissa Kutteroff,Sarah Yurinko,Bryan Donoghue,Scott Rader",A police detective Clayton Douglas (Tom Sizemore) is summoned to a remote hospital to witness a mysterious Civil War veteran's outrageous death-bed confession that forces him to accept the supernatural.,"Horror,Mystery",English,372,United States,4.4,Impuratus
"TV Series,2013–2017,1h","Megyn Kelly,Trace Gallagher,Chris Stirewalt,Marc Thiessen,Richard Fowler,Catherine Herridge,Andrew Napolitano,Howard Kurtz,Mike Huckabee,Dana Loesch,Julie Roginsky,Ed Henry,Peter Doocy,David Wohl,Sandra Smith,Shannon Bream,Charles Krauthammer,Pete Hegseth",Megyn Kelly analyzes the top news stories of the day and interviews people making headlines.,"News,Talk-Show",English,422,United States,4.3,The Kelly File
"2013,1h 13m","Tony Kgoroge,Fana Mokoena,Nan Yu,Deon Lotz,Thomas Gumede,Zolani Mahola,Quanita Adams,Vaneshran Arumugam,Nicole Bessick,Quentin Chong,Winston Chong,Kenneth Fok,Peter Gilchrist,Ilse Klink,Vanessa Lee,Bongile Mantsai,Oscar Petersen,Gamiet Pietersen","While investigating a smugglers' turf war in Cape Town, township cop Sizwe discovers police corruption. He must set loyalty aside to act with integrity, alone.","Action,Crime,Thriller","Xhosa,English,Afrikaans",230,South Africa,5.1,Cold Harbour
"TV Series,1981–1983,TV-PG,1h 30m","John Candy,Joe Flaherty,Eugene Levy,Andrea Martin,Catherine O'Hara,Rick Moranis,Dave Thomas,Martin Short,John Hemphill,Mary Charlotte Wilcox,Juul Haalmeyer,Jayne Eastwood,Kathleen Laskey,Robin Williams,Harold Ramis,Linda Hopkins,Ben Vereen,Betty Thomas",Comedy parody about TV.,Comedy,English,2.2K,"Canada,United States",8.4,SCTV Network
"TV Series,2002–2006,TV-Y7,30m","Emma Taylor-Isherwood,Shadia Simmons,Michael Seater,Noah Reid,Robert Clark,Jeff Douglas,Valerie Boyle,Lawrence Bayne,Tony Munch,Dru Viergever,Sally Taylor-Isherwood,Talia Schlanger,Ivana Vitomir,Christopher Tai,Jenny Cooper,Lori Hallier,Barbara Mamabolo,Liam Titcomb","When Josie Trent is sent to the private prep school, she comes face-to-face with paranormal things that cannot be explained. But with the help of her friends and one science teacher, maybe surviving school won't be that hard.","Adventure,Comedy,Family",English,1.5K,Canada,7.9,Strange Days at Blake Holsey High
